LGA,group,order,seasonal_order,rmse,mae,mase,aic,status
Obi Nwa,U5,"(1, 1, 1)","(0, 1, 1, 12)",430.81146894766215,408.4724592153878,6.9379610907072236,1012.6777731961489,ok
Obi Nwa,U5,"(0, 1, 1)","(1, 0, 0, 12)",430.81087549939673,408.47196874674046,6.937952760029562,52.429189842471644,ok
Obi Nwa,U5,"(1, 0, 1)","(1, 0, 0, 12)",194.40727530637963,139.98943612431643,2.3777398917081345,53.78933451716147,ok
Obi Nwa,U5,"(1, 0, 0)","(1, 0, 0, 12)",284.5087733342182,249.12243190815943,4.231378885913536,64.53508886199324,ok
Obi Nwa,A5,"(0, 1, 1)","(0, 1, 1, 12)",1141.752244623827,1133.9155867551335,5.559091000147731,1119.0101919960907,ok
Obi Nwa,A5,"(1, 1, 0)","(0, 1, 1, 12)",1141.7509026617793,1133.9142212401077,5.559084305626218,1174.745129033307,ok
Obi Nwa,A5,"(1, 1, 1)","(0, 1, 1, 12)",1141.7517539565956,1133.9151533019167,5.5590888751166405,1140.4017296731924,ok
Obi Nwa,A5,"(0, 1, 1)","(1, 0, 0, 12)",1141.7431538685903,1133.9062535447222,5.559045243508872,56.547112174643175,ok
Obi Nwa,A5,"(1, 0, 1)","(1, 0, 0, 12)",342.4883581133843,305.20352495718635,1.496279078108525,58.24387570602393,ok
Obi Nwa,A5,"(1, 0, 0)","(1, 0, 0, 12)",432.5630322940989,393.2958216848288,1.9281569882820386,61.167487768050684,ok
Ohafia,PW,"(0, 1, 1)","(0, 1, 1, 12)",6540.6036354962425,6042.25,16.37910002710762,997.489583921106,ok
Ohafia,PW,"(1, 1, 0)","(0, 1, 1, 12)",6540.603147709113,6042.249754257949,16.379099360959472,1118.8832436286107,ok
Ohafia,PW,"(1, 1, 1)","(0, 1, 1, 12)",6540.595988895186,6042.245626892618,16.37908817265551,518.4872891204463,ok
Ohafia,PW,"(0, 1, 1)","(1, 0, 0, 12)",6540.602757512453,6042.248710034685,16.379096530319018,50.06207999728107,ok
Ohafia,PW,"(1, 0, 1)","(1, 0, 0, 12)",4069.943611397293,3043.3517638282065,8.249801474188686,50.42731597816942,ok
Ohafia,PW,"(1, 0, 0)","(1, 0, 0, 12)",3967.7074113579934,2923.0898211377644,7.923800003084208,49.93371809393089,ok
Ohafia,U5,"(0, 1, 1)","(0, 1, 1, 12)",1432.3943241998693,1379.3333333333333,17.366488301332495,1067.3381215901002,ok
Ohafia,U5,"(1, 1, 0)","(0, 1, 1, 12)",1432.3708085068758,1379.3163577634405,17.36627457051861,946.6368978066796,ok
Ohafia,U5,"(1, 1, 1)","(0, 1, 1, 12)",1432.3943241998693,1379.3333333333333,17.366488301332495,923.9011335981995,ok
Ohafia,U5,"(0, 1, 1)","(1, 0, 0, 12)",1432.3865694595445,1379.3263948991755,17.366400943017634,57.99929265391637,ok
Ohafia,U5,"(1, 0, 1)","(1, 0, 0, 12)",887.7899602276052,768.5303032058582,9.676176307281816,58.47288982611705,ok
Ohafia,U5,"(1, 0, 0)","(1, 0, 0, 12)",940.2962261217483,850.9859343431931,10.714333450968752,65.15190588447732,ok
Ohafia,A5,"(0, 1, 1)","(0, 1, 1, 12)",6352.314781505505,5860.25,17.025711795467753,1071.2690157329582,ok
Ohafia,A5,"(1, 1, 0)","(0, 1, 1, 12)",6352.312180241603,5860.248675278674,17.02570794677128,1115.508402672404,ok
Ohafia,A5,"(1, 1, 1)","(0, 1, 1, 12)",6352.310272766212,5860.24762767342,17.0257049031767,1205.2297996182442,ok
Ohafia,A5,"(0, 1, 1)","(1, 0, 0, 12)",6352.266115270227,5860.200935759788,17.02556924973791,53.16152771251362,ok
Ohafia,A5,"(1, 0, 1)","(1, 0, 0, 12)",4223.318987423035,3251.597416477365,9.446825730614076,53.9521387144361,ok
Ohafia,A5,"(1, 0, 0)","(1, 0, 0, 12)",4037.4220020576863,3097.6925983907477,8.999687967433898,52.862338434192,ok
Osisioma Ngwa,PW,"(0, 1, 1)","(0, 1, 1, 12)",1659.9625497783577,1624.1666666666667,6.031068201510088,1119.9003962854622,ok
Osisioma Ngwa,PW,"(1, 1, 0)","(0, 1, 1, 12)",1659.9619822787472,1624.165754773542,6.031064815349208,1379.1575612343768,ok
Osisioma Ngwa,PW,"(1, 1, 1)","(0, 1, 1, 12)",1659.9625497783577,1624.1666666666667,6.031068201510088,1185.3947529723605,ok
Osisioma Ngwa,PW,"(0, 1, 1)","(1, 0, 0, 12)",1659.9554576340265,1624.1594491457336,6.03104140046689,29.039427625209466,ok
Osisioma Ngwa,PW,"(1, 0, 1)","(1, 0, 0, 12)",550.1762208879045,401.9596993183206,1.4926093550624604,67.3537005188081,ok
Osisioma Ngwa,PW,"(1, 0, 0)","(1, 0, 0, 12)",681.0598911984773,627.8202647119126,2.331304362093994,30.098321687521867,ok
Osisioma Ngwa,U5,"(0, 1, 1)","(0, 1, 1, 12)",516.8729695647343,501.8333333333333,6.3203190596137695,820.4178587739619,ok
Osisioma Ngwa,U5,"(1, 1, 0)","(0, 1, 1, 12)",516.8641249668887,501.82074275209953,6.320160488061706,1060.0418736289096,ok
Osisioma Ngwa,U5,"(1, 1, 1)","(0, 1, 1, 12)",516.8366854441908,501.7895786272388,6.319767992786383,1023.2087062891333,ok
Osisioma Ngwa,U5,"(0, 1, 1)","(1, 0, 0, 12)",516.8418427781678,501.79234267770175,6.319802804505059,34.931398183296636,ok
Osisioma Ngwa,U5,"(1, 0, 1)","(1, 0, 0, 12)",236.43492459834437,211.12506434876263,2.6590058482211916,36.657148894953124,ok
Osisioma Ngwa,U5,"(1, 0, 0)","(1, 0, 0, 12)",288.2947454081628,263.6673838587703,3.320747907541187,39.54306509123543,ok
Osisioma Ngwa,A5,"(0, 1, 1)","(0, 1, 1, 12)",1516.7486882583198,1480.75,6.524564882132629,1314.1649793715196,ok
Osisioma Ngwa,A5,"(1, 1, 0)","(0, 1, 1, 12)",1516.7457974275467,1480.7468298295316,6.524550913547176,1141.4172399439408,ok
Osisioma Ngwa,A5,"(1, 1, 1)","(0, 1, 1, 12)",1516.7484567168317,1480.749632059119,6.524563260890589,1013.1451491625542,ok
Osisioma Ngwa,A5,"(0, 1, 1)","(1, 0, 0, 12)",1516.7441758371938,1480.7451038187944,6.5245433083004825,44.043879692392466,ok
Osisioma Ngwa,A5,"(1, 0, 1)","(1, 0, 0, 12)",693.1654682885331,650.7735371423181,2.867475378463618,45.60364894578263,ok
Osisioma Ngwa,A5,"(1, 0, 0)","(1, 0, 0, 12)",759.3440247865517,713.7279110913747,3.144868522103436,45.19340539434582,ok
Ugwunagbo,PW,"(0, 1, 1)","(0, 1, 1, 12)",1097.0761900007979,1082.0,12.072524407252441,1054.4325983424396,ok
Ugwunagbo,PW,"(1, 1, 0)","(0, 1, 1, 12)",1097.075571059607,1081.999177488089,12.072515229992623,1224.6974954940465,ok
Ugwunagbo,PW,"(1, 1, 1)","(0, 1, 1, 12)",1097.0761745268896,1081.9999871111215,12.072524263443476,1214.0700825149765,ok
Ugwunagbo,PW,"(0, 1, 1)","(1, 0, 0, 12)",1097.071824165347,1081.9945970980102,12.07246412382717,100.96731522369792,ok
Ugwunagbo,PW,"(1, 0, 1)","(1, 0, 0, 12)",507.0434505734876,449.6984290494231,5.017555693717413,102.22501263256679,ok
Ugwunagbo,PW,"(1, 0, 0)","(1, 0, 0, 12)",869.3238531793241,848.73102360421,9.469802215946554,114.85547184538726,ok
Ugwunagbo,U5,"(0, 1, 1)","(0, 1, 1, 12)",274.33917231984447,269.243292773096,11.3965414930411,926.5989235759222,ok
Ugwunagbo,U5,"(1, 1, 0)","(0, 1, 1, 12)",274.33839672193596,269.2433981181281,11.396545952090078,1064.0293103475788,ok
Ugwunagbo,U5,"(1, 1, 1)","(0, 1, 1, 12)",274.33290166760827,269.23607638127106,11.39623603730248,883.8663950975063,ok
Ugwunagbo,U5,"(0, 1, 1)","(1, 0, 0, 12)",274.3370579441244,269.241176117585,11.396451899157036,88.24343895803875,ok
Ugwunagbo,U5,"(1, 0, 1)","(1, 0, 0, 12)",156.0560101706402,147.10283229099403,6.2265749117881075,89.98656552242409,ok
Ugwunagbo,U5,"(1, 0, 0)","(1, 0, 0, 12)",224.0709875522309,216.55251095389812,9.16624384990045,103.2145576972069,ok
Ugwunagbo,A5,"(0, 1, 1)","(0, 1, 1, 12)",1040.1396140262455,1026.0833333333333,13.188731790916881,952.4971571483601,ok
Ugwunagbo,A5,"(1, 1, 0)","(0, 1, 1, 12)",1040.133529593301,1026.075896767086,13.18863620523247,1084.2259231471708,ok
Ugwunagbo,A5,"(1, 1, 1)","(0, 1, 1, 12)",1040.1334833560525,1026.0758788978649,13.188635975550962,925.3455926604232,ok
Ugwunagbo,A5,"(0, 1, 1)","(1, 0, 0, 12)",1040.1264287097315,1026.0703615897276,13.188565058993929,95.59659144484982,ok
Ugwunagbo,A5,"(1, 0, 1)","(1, 0, 0, 12)",530.922468632146,488.05490497176356,6.27319929269619,96.79206599997258,ok
Ugwunagbo,A5,"(1, 0, 0)","(1, 0, 0, 12)",842.3000717125565,823.9747851070633,10.590935541221894,108.29791184795462,ok
Ukwa East,PW,"(0, 1, 1)","(0, 1, 1, 12)",812.3649854705503,801.6573056764109,5.214031256431941,1007.2330178101822,ok
Ukwa East,PW,"(1, 1, 0)","(0, 1, 1, 12)",812.3719066880853,801.6649361699821,5.2140808856584195,951.3537134367953,ok
Ukwa East,PW,"(1, 1, 1)","(0, 1, 1, 12)",812.3734773284186,801.6666666666666,5.214092140921409,1093.9017194839755,ok
Ukwa East,PW,"(0, 1, 1)","(1, 0, 0, 12)",812.3664460443194,801.6595051762342,5.214045562121849,86.29244234890427,ok
Ukwa East,PW,"(1, 0, 1)","(1, 0, 0, 12)",288.6251428673785,236.43913032763353,1.5378154818057466,87.02983816543103,ok
Ukwa East,PW,"(1, 0, 0)","(1, 0, 0, 12)",261.02771505569115,208.17106652742993,1.353958156275967,96.03509361609653,ok
Ukwa East,U5,"(0, 1, 1)","(0, 1, 1, 12)",229.72955113930524,224.5,5.919578114700067,956.6165800600579,ok
Ukwa East,U5,"(1, 1, 0)","(0, 1, 1, 12)",229.72156429675266,224.4911114223959,5.919343742185785,1002.4708815649315,ok
Ukwa East,U5,"(1, 1, 1)","(0, 1, 1, 12)",229.72955113930524,224.5,5.919578114700067,799.6244213250802,ok
Ukwa East,U5,"(0, 1, 1)","(1, 0, 0, 12)",229.7259299263943,224.4964139549704,5.919483558469886,93.8826614129775,ok
Ukwa East,U5,"(1, 0, 1)","(1, 0, 0, 12)",78.2276643784756,64.37275484906405,1.6973699366925261,94.7190267730851,ok
Ukwa East,U5,"(1, 0, 0)","(1, 0, 0, 12)",100.71138152438509,83.88933187049447,2.2119797460908233,108.94411591175542,ok
Ukwa East,A5,"(0, 1, 1)","(0, 1, 1, 12)",726.2363104072722,714.493460226562,5.4510277339428725,836.8862748598272,ok
Ukwa East,A5,"(1, 1, 0)","(0, 1, 1, 12)",726.2416065427074,714.4993259261655,5.4510724846550875,1022.3978951730015,ok
Ukwa East,A5,"(1, 1, 1)","(0, 1, 1, 12)",726.2252490240787,714.4806460086311,5.450929971456274,1182.7594142100027,ok
Ukwa East,A5,"(0, 1, 1)","(1, 0, 0, 12)",726.2350141678382,714.4928371796292,5.451022980580807,100.93465685661344,ok
Ukwa East,A5,"(1, 0, 1)","(1, 0, 0, 12)",225.97538847991737,183.65816703312768,1.4011685449790403,102.12563990504133,ok
Ukwa East,A5,"(1, 0, 0)","(1, 0, 0, 12)",397.3347332659252,360.9691836244442,2.7539132834212796,111.91473504426281,ok
Ukwa West,PW,"(0, 1, 1)","(0, 1, 1, 12)",1151.777358404537,1112.9166666666667,13.276667660801273,543.5290649016853,ok
Ukwa West,PW,"(1, 1, 0)","(0, 1, 1, 12)",1151.7721897029962,1112.9094211162526,13.276581224172414,1247.7623823634517,ok
Ukwa West,PW,"(1, 1, 1)","(0, 1, 1, 12)",1151.7718467752686,1112.9086090250137,13.27657153623637,1042.0012645976296,ok
Ukwa West,PW,"(0, 1, 1)","(1, 0, 0, 12)",1151.7560737023634,1112.8997131026088,13.276465411304608,87.14375155915143,ok
Ukwa West,PW,"(1, 0, 1)","(1, 0, 0, 12)",769.3781551156261,710.9384717134463,8.481222448117462,87.83805794388502,ok
Ukwa West,PW,"(1, 0, 0)","(1, 0, 0, 12)",889.1862373413741,828.9341072379583,9.888864983453125,95.52115116743113,ok
Ukwa West,U5,"(0, 1, 1)","(0, 1, 1, 12)",318.79800292139015,313.3333333333333,11.936507936507935,1054.5526070095984,ok
Ukwa West,U5,"(1, 1, 0)","(0, 1, 1, 12)",318.77362268709925,313.30673584022696,11.935494698675313,1104.294630219402,ok
Ukwa West,U5,"(1, 1, 1)","(0, 1, 1, 12)",318.79800292139015,313.3333333333333,11.936507936507935,1064.052529057099,ok
Ukwa West,U5,"(0, 1, 1)","(1, 0, 0, 12)",318.7666160960279,313.3032029645819,11.935360112936452,64.95345642824918,ok
Ukwa West,U5,"(1, 0, 1)","(1, 0, 0, 12)",119.52084886988582,97.02220950804995,3.696084171735236,62.68392053191098,ok
Ukwa West,U5,"(1, 0, 0)","(1, 0, 0, 12)",207.11152202383948,199.44327146557282,7.597838912974202,81.93948042049382,ok
Ukwa West,A5,"(0, 1, 1)","(0, 1, 1, 12)",1018.6151546748818,977.3333333333334,19.814157796925155,1018.0676428131417,ok
Ukwa West,A5,"(1, 1, 0)","(0, 1, 1, 12)",1018.6040741861881,977.3171505413294,19.813829711937746,1073.78563389345,ok
Ukwa West,A5,"(1, 1, 1)","(0, 1, 1, 12)",1018.6151546748818,977.3333333333334,19.814157796925155,985.8320261548107,ok
Ukwa West,A5,"(0, 1, 1)","(1, 0, 0, 12)",1018.6018641920696,977.318450802214,19.813856073030188,77.89100038903489,ok
Ukwa West,A5,"(1, 0, 1)","(1, 0, 0, 12)",516.139783877432,430.7226614606639,8.732339816739257,76.08512568680553,ok
Ukwa West,A5,"(1, 0, 0)","(1, 0, 0, 12)",713.6497110463497,655.649524803044,13.292438414658772,91.70264046565636,ok
Umuahia North,PW,"(0, 1, 1)","(0, 1, 1, 12)",4871.203727006293,3896.4166666666665,9.114424951267056,1046.8088812900069,ok
Umuahia North,PW,"(1, 1, 0)","(0, 1, 1, 12)",4871.203121338065,3896.416421638281,9.114424378101242,1132.6410648886929,ok
Umuahia North,PW,"(1, 1, 1)","(0, 1, 1, 12)",4871.203727006293,3896.4166666666665,9.114424951267056,961.8128974460806,ok
Umuahia North,PW,"(0, 1, 1)","(1, 0, 0, 12)",4871.202960864623,3896.4155969999188,9.114422449122618,66.05822604402667,ok
Umuahia North,PW,"(1, 0, 1)","(1, 0, 0, 12)",3660.5177521509727,2229.4743160597536,5.215144598970184,68.05485456201484,ok
Umuahia North,PW,"(1, 0, 0)","(1, 0, 0, 12)",3430.075805209268,1972.8880902318454,4.614942901127123,67.823760145536,ok
Umuahia North,U5,"(0, 1, 1)","(0, 1, 1, 12)",1165.0575093101627,986.5,8.768888888888888,1328.5647814947308,ok
Umuahia North,U5,"(1, 1, 0)","(0, 1, 1, 12)",1165.046660885523,986.4950005129914,8.768844449004368,1207.419749155982,ok
Umuahia North,U5,"(1, 1, 1)","(0, 1, 1, 12)",1165.0575093101627,986.5,8.768888888888888,1179.770295607069,ok
Umuahia North,U5,"(0, 1, 1)","(1, 0, 0, 12)",1164.998919863263,986.4421741367919,8.768374881215928,48.822360142770044,ok
Umuahia North,U5,"(1, 0, 1)","(1, 0, 0, 12)",893.2754940211581,650.5634546237758,5.782786263322452,50.79656283421417,ok
Umuahia North,U5,"(1, 0, 0)","(1, 0, 0, 12)",936.2885096225773,715.7695621164438,6.362396107701723,62.61012545223566,ok
Umuahia North,A5,"(0, 1, 1)","(0, 1, 1, 12)",4802.16649024167,3831.3333333333335,10.148555283314572,987.3307289886355,ok
Umuahia North,A5,"(1, 1, 0)","(0, 1, 1, 12)",4802.164198578876,3831.33240476783,10.148552823701293,1136.0077547181863,ok
Umuahia North,A5,"(1, 1, 1)","(0, 1, 1, 12)",4802.16649024167,3831.3333333333335,10.148555283314572,1043.868799659117,ok
Umuahia North,A5,"(0, 1, 1)","(1, 0, 0, 12)",4802.159293542895,3831.3232944497327,10.148528692006444,60.00020949565774,ok
Umuahia North,A5,"(1, 0, 1)","(1, 0, 0, 12)",3594.9626850502395,2152.3539644774955,5.701222341507173,61.966606823393505,ok
Umuahia North,A5,"(1, 0, 0)","(1, 0, 0, 12)",3357.383387256267,1979.1727551893548,5.242494550531369,61.6930223911495,ok
Umuahia South,PW,"(0, 1, 1)","(0, 1, 1, 12)",6585.764932792546,5436.75,30.082999031677964,1246.2098095308916,ok
Umuahia South,PW,"(1, 1, 0)","(0, 1, 1, 12)",6585.764518334662,5436.7498351547065,30.082998119544648,1096.6538597115712,ok
Umuahia South,PW,"(1, 1, 1)","(0, 1, 1, 12)",6585.762346477603,5436.748972452715,30.082993345982654,1245.22731575575,ok
Umuahia South,PW,"(0, 1, 1)","(1, 0, 0, 12)",6585.7299007635775,5436.725392875177,30.08286287384245,39.080269786206486,ok
Umuahia South,PW,"(1, 0, 1)","(1, 0, 0, 12)",5617.31697212411,4040.8080934552013,22.358877263550706,40.06424566741348,ok
Umuahia South,PW,"(1, 0, 0)","(1, 0, 0, 12)",5518.767993844932,3886.5969840138246,21.505585746376124,39.28883832879636,ok
Umuahia South,U5,"(0, 1, 1)","(0, 1, 1, 12)",1306.618982973486,1162.3333333333333,27.42969518190757,1110.2077396443024,ok
Umuahia South,U5,"(1, 1, 0)","(0, 1, 1, 12)",1306.592869002094,1162.3201812000668,27.429384807081224,1382.5939839517187,ok
Umuahia South,U5,"(1, 1, 1)","(0, 1, 1, 12)",1306.618982973486,1162.3333333333333,27.42969518190757,1061.3636402148231,ok
Umuahia South,U5,"(0, 1, 1)","(1, 0, 0, 12)",1306.5534623014707,1162.2875903923386,27.42861570247407,32.57435245424172,ok
Umuahia South,U5,"(1, 0, 1)","(1, 0, 0, 12)",1067.5992638888706,871.1626467906298,20.558410543731675,33.21180077239873,ok
Umuahia South,U5,"(1, 0, 0)","(1, 0, 0, 12)",1063.9921323296007,867.7977403908981,20.47900272308904,35.58304377056922,ok
Umuahia South,A5,"(0, 1, 1)","(0, 1, 1, 12)",6488.234723970252,5341.5,30.70268716769651,1059.5526828826507,ok
Umuahia South,A5,"(1, 1, 0)","(0, 1, 1, 12)",6488.2160264757,5341.491611513892,30.70263895107856,1369.6552078025122,ok
Umuahia South,A5,"(1, 1, 1)","(0, 1, 1, 12)",6488.218989952925,5341.49328133053,30.702648549104932,1202.6064257807757,ok
Umuahia South,A5,"(0, 1, 1)","(1, 0, 0, 12)",6488.014716541136,5341.355048648203,30.701853994241716,42.940658061595194,ok
Umuahia South,A5,"(1, 0, 1)","(1, 0, 0, 12)",5044.6478661905185,3357.2255195743965,19.297172119985035,43.934009373711476,ok
Umuahia South,A5,"(1, 0, 0)","(1, 0, 0, 12)",5011.081254900672,3326.292597670001,19.119371160626535,44.4883002497541,ok
Umu Neochi,PW,"(0, 1, 1)","(0, 1, 1, 12)",8598.493918510769,6429.166666666667,9.599352992410104,1255.065625955329,ok
Umu Neochi,PW,"(1, 1, 0)","(0, 1, 1, 12)",8598.46687856276,6429.155992690915,9.599337055156274,1145.0936119284463,ok
Umu Neochi,PW,"(1, 1, 1)","(0, 1, 1, 12)",8598.493918510769,6429.166666666667,9.599352992410104,1074.6121439334363,ok
Umu Neochi,PW,"(0, 1, 1)","(1, 0, 0, 12)",8598.493659832327,6429.166173832281,9.599352256561822,101.37070992558947,ok
Umu Neochi,PW,"(1, 0, 1)","(1, 0, 0, 12)",12394.401986057414,9599.504658062075,14.332967014650354,101.64286093153633,ok
Umu Neochi,PW,"(1, 0, 0)","(1, 0, 0, 12)",6541.37625405691,3782.48146076842,5.64760203175576,106.61253567555373,ok
Umu Neochi,U5,"(0, 1, 1)","(0, 1, 1, 12)",1642.764007194379,1465.4166666666667,10.424447210860158,1022.5386051159962,ok
Umu Neochi,U5,"(1, 1, 0)","(0, 1, 1, 12)",1642.7288139325638,1465.398162588301,10.42431557950063,1259.6358299651763,ok
Umu Neochi,U5,"(1, 1, 1)","(0, 1, 1, 12)",1642.7447550618963,1465.4075659928988,10.424382471939525,1108.5084374939718,ok
Umu Neochi,U5,"(0, 1, 1)","(1, 0, 0, 12)",1642.7534091364596,1465.405121672864,10.424365083925762,92.85280446273697,ok
Umu Neochi,U5,"(1, 0, 1)","(1, 0, 0, 12)",2255.6980114552293,1710.1894472641536,12.165672753079521,93.39237587784183,ok
Umu Neochi,U5,"(1, 0, 0)","(1, 0, 0, 12)",951.4555536531992,633.0033131380765,4.50295794514015,98.5381735197421,ok
Umu Neochi,A5,"(0, 1, 1)","(0, 1, 1, 12)",8147.321384970645,6059.583333333333,9.591742514180186,723.6700587190235,ok
Umu Neochi,A5,"(1, 1, 0)","(0, 1, 1, 12)",8147.300269310584,6059.574597925736,9.591728686863057,1035.7886729174038,ok
Umu Neochi,A5,"(1, 1, 1)","(0, 1, 1, 12)",8147.321384970645,6059.583333333333,9.591742514180186,897.730918870213,ok
Umu Neochi,A5,"(0, 1, 1)","(1, 0, 0, 12)",8147.320131698967,6059.580992302021,9.591738808550883,104.77571206445481,ok
Umu Neochi,A5,"(1, 0, 1)","(1, 0, 0, 12)",13065.117019143447,10000.783831400317,15.830287030313125,105.15663725920211,ok
Umu Neochi,A5,"(1, 0, 0)","(1, 0, 0, 12)",6198.298037675514,3495.3461499413193,5.532799604180957,109.3445200733247,ok
